"i";"xi";"yi";"f(x, y)";"si1";"si2";"lambdai";"|yi-y(i-1)|";"|yi-y(i-1)|";"|fi-f(i-1)|";angle((xi, yi), si)";"gi1";"gi2";
"0";"-0,1";"0,1";"2,02";"1,4000000000000001";"18";"0";"0";"0";"0";0,8630196721348419";"1,4000000000000001";"18";
"1";"-0,10682039811346927";"0,01230916711253792";"1,2251321364233412";"-2,1547851850445316";"0,44278886493434777";"-0,004871712938192338";"0,006820398113469274";"0,08769083288746209";"0,7948678635766588";0,08794335294885848";"-2,175246568726259";"0,17971393188357004";
"2";"0,0662435300221147";"-0,023253904711093114";"0,9483097696450896";"-1,1350685629984585";"-5,528421996176784";"-0,08031609337986392";"0,17306392813558397";"0,03556307182363103";"0,27682236677825156";1,4356992945161178";"-1,1350685629984585";"-5,528421996176784";
"3";"0,0725213918036962";"0,007322811351388393";"0,860642355000162";"-2,051544128491279";"-0,25325499645308713";"-0,0055308216492205246";"0,006277861781581505";"0,030576716062481506";"0,08766741464492767";3,1194014160775887";"-1,9148151862223086";"0,41269181644863573";
"4";"0,22349491050253506";"0,025959894225497795";"0,660512551670713";"0,5916542050993435";"-4,798016159007672";"-0,07359018828898695";"0,15097351869883888";"0,018637082874109402";"0,20012980332944896";1,5637395607741804";"0,5916542050993435";"-4,798016159007672";
"5";"0,2208042314718035";"0,04777993937498748";"0,6072410242166693";"-1,4164768892639414";"-0,6477402148113751";"-0,004547722314049586";"0,002690679030731555";"0,02182004514948968";"0,05327152745404362";2,9257980669630625";"-1,472315930391742";"-0,19491385217326046";
"6";"0,3729649948095732";"0,1173614809287546";"0,44044177306590643";"1,9894434033332442";"-4,348281284910069";"-0,1074219879555102";"0,15216076333776968";"0,06958154155376713";"0,16679925115076283";1,4465650313711378";"1,9894434033332442";"-4,348281284910069";
"7";"0,36627947847351233";"0,13197386221859042";"0,40207990626148243";"-0,8523705457688386";"-0,6442973796005164";"-0,0033604958677685946";"0,006685516336060857";"0,014612381289835802";"0,03836186680442394";2,840162600689556";"-0,9470499173389789";"-0,43735882644755364";
"8";"0,5078980659273884";"0,23902177143154468";"0,2780316505832543";"2,863362478248283";"-3,787734788247421";"-0,16614674000277196";"0,14161858745387607";"0,10704790921295426";"0,12404825567822814";1,3633541674629857";"2,863362478248283";"-3,787734788247421";
"9";"0,5007465696643598";"0,24848196775292217";"0,2497670823572396";"-0,4810379818348087";"-0,537376112515815";"-0,002497586776859504";"0,0071514962630285705";"0,009460196321377491";"0,028264568226014697";2,7615527951223933";"-0,5447985654503316";"-0,45303185554028125";
