"i";"xi";"yi";"f(x, y)";"si1";"si2";"lambdai";"|yi-y(i-1)|";"|yi-y(i-1)|";"|fi-f(i-1)|";angle((xi, yi), si)";"gi1";"gi2";"etai11";"etai12";"etai21";"etai22";
"0";"-0,1";"0,1";"2,02";"1,4000000000000001";"18";"0";"0";"0";"0";0,8630196721348419";"1,4000000000000001";"18";"1";"0";"0";"1";
"1";"-0,10682039811346927";"0,01230916711253792";"1,2251321364233412";"1,4000000000000001";"18";"-0,004871712938192338";"0,006820398113469274";"0,08769083288746209";"0,7948678635766588";1,533691482662753";"-2,1752465687262585";"0,179713931883569";"0,9612673507319297";"-0,19247431753389255";"-0,19247431753389255";"0,043536561268033735";
"2";"0,06857319193409436";"-0,02288395539296914";"0,943655951731378";"-2,1255838226988333";"0,42650322538969637";"-0,08251548970901937";"0,17539359004756364";"0,03519312250550706";"0,2814761846919632";3,0175206143642406";"-1,1061830576520704";"-5,517247608999857";"1";"0";"0";"1";
"3";"0,07464572492150452";"0,007403679075483744";"0,8566160449997636";"-1,1061830576520704";"-5,517247608999857";"-0,005489627548897211";"0,006072532987410157";"0,030287634468452885";"0,08703990673161432";1,8675291368434574";"-1,9053998254184308";"0,36633896528536436";"0,9815149931575569";"0,13435950391008764";"0,13435950391008764";"0,023398993311981586";
"4";"0,2286913928535006";"0,02833582100024988";"0,6523439719392614";"-1,8209573749693047";"-0,24743661229495745";"-0,08459597684684562";"0,1540456679319961";"0,020932141924766137";"0,20427207306050243";3,129813017102542";"0,6495207957334823";"-4,792786433004853";"1";"0";"0";"1";
"5";"0,22577254302040262";"0,049873890253679526";"0,5995490123874321";"0,6495207957334823";"-4,792786433004853";"-0,0044938512396694216";"0,0029188498330979785";"0,021538069253429642";"0,052794959551829335";1,653508153960478";"-1,449173612064764";"-0,2198701856440053";"0,8257826182469841";"0,37834642480875424";"0,37834642480875424";"0,17834824674095207";
"6";"0,37337944167891035";"0,11762936019583577";"0,44010256764085887";"-1,2798894783257264";"-0,5875031171721081";"-0,11532784756664938";"0,14760689865850776";"0,06775546994215624";"0,1594464447465732";3,0164547102363177";"2,0000658244888108";"-4,356569454523809";"1";"0";"0";"1";
"7";"0,3666582287404505";"0,1322695938454099";"0,40159210908120924";"2,0000658244888108";"-4,356569454523809";"-0,0033604958677685946";"0,006721212938459836";"0,014640233649574142";"0,038510458559649685";1,4866210078767481";"-0,9486203096670232";"-0,4337325715349283";"0,6394608085641067";"0,4789513463478682";"0,4789513463478682";"0,3637463065947335";
"8";"0,5058783721671657";"0,23691632917145639";"0,280243257618528";"-0,8143423093315848";"-0,6121115954336186";"-0,17096022376755493";"0,13922014342671518";"0,10464673532604649";"0,12134885146268126";2,9350170206070345";"2,855744025124654";"-3,7993196510090033";"1";"0";"0";"1";
"9";"0,4985916185060753";"0,24661072269310058";"0,2518035460845809";"2,855744025124654";"-3,7993196510090033";"-0,002551613028682547";"0,007286753661090406";"0,0096943935216442";"0,028439711533947087";1,385572569293513";"-0,6073579529397022";"-0,39657587028142904";"0,4920939204593745";"0,4986812951612788";"0,4986812951612788";"0,5103759451577126";
